inclusive_s,method,signature
328.641308,ClimaCore.MatrixFields.FieldMatrixWithSolver /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_matrix_with_solver.jl:17,Tuple{Type{ClimaCore.MatrixFields.FieldMatrixWithSolver}; ClimaCore.MatrixFields.FieldMatrix{ClimaCore.MatrixFields.FieldMatrixKeys{Tuple{Tuple{ClimaCore.MatrixFields.FieldName{(:c; :sgsʲs; 1; :q_lcl)}; ClimaCore.MatrixFields.FieldName{(:c; :sgsʲs; 1; :q_lcl)}}; Tuple{ClimaCore.MatrixFields.FieldName{(:c; :sgsʲs; 1; :q_icl)}; ClimaCore.MatrixFields.FieldName{(:c; :sgsʲs; 1; :q_icl)}}; Tuple{ClimaC
313.001893,ClimaAtmos.args_integrator /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/simulation/integrator.jl:183,Tuple{typeof(Core.kwcall); @NamedTuple{verbose::Bool}; typeof(ClimaAtmos.args_integrator); ClimaCore.Fields.FieldVector{Float64; @NamedTuple{c::ClimaCore.Fields.Field{ClimaCore.DataLayouts.VIJFH{@NamedTuple{ρ::Float64; uₕ::ClimaCore.Geometry.Covariant12Vector{Float64}; ρe_tot::Float64; ρq_tot::Float64; ρq_lcl::Float64; ρq_icl::Float64; ρq_rai::Float64; ρq_sno::Float64; ρe_src_strat::Float64; ρe_sr
83.666782,ClimaAtmos.build_cache /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/cache/cache.jl:179,Tuple{typeof(Core.kwcall); @NamedTuple{parent_budget::Nothing}; typeof(ClimaAtmos.build_cache); ClimaCore.Fields.FieldVector{Float64; @NamedTuple{c::ClimaCore.Fields.Field{ClimaCore.DataLayouts.VIJFH{@NamedTuple{ρ::Float64; uₕ::ClimaCore.Geometry.Covariant12Vector{Float64}; ρe_tot::Float64; ρq_tot::Float64; ρq_lcl::Float64; ρq_icl::Float64; ρq_rai::Float64; ρq_sno::Float64; ρe_src_strat::Float64; 
28.563447,ClimaAtmos.get_simulation /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/config/type_getters.jl:706,Tuple{typeof(ClimaAtmos.get_simulation); ClimaAtmos.AtmosConfig{Float64; ClimaParams.ParamDict{Float64}; Dict{String; Any}; ClimaComms.SingletonCommsContext{ClimaComms.CPUSingleThreaded}; Tuple{String; String}}}
20.429339,ClimaTimeSteppers.init /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaTimeSteppers/DdUag/src/integrators.jl:201,Tuple{typeof(Core.kwcall); @NamedTuple{saveat::Vector{ClimaUtilities.TimeManager.ITime{Int64; Dates.Second; Dates.DateTime}}; callback::ClimaTimeSteppers.CallbackSet{Tuple{ClimaTimeSteppers.DiscreteCallback{ClimaAtmos.var"#660#662"{ClimaAtmos.CappedGeometricSeriesSchedule}; ClimaAtmos.var"#661#663"{ClimaUtilities.OnlineLogging.WallTimeInfo}; Returns{Nothing}; Returns{Nothing}}; ClimaTimeSteppers.D
3.380386,ClimaAtmos.merge_jacobian_blocks /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/prognostic_equations/implicit/manual_sparse_jacobian.jl:435,Tuple{typeof(ClimaAtmos.merge_jacobian_blocks); Tuple{Pair{Tuple{ClimaCore.MatrixFields.FieldName{(:c; :sgsʲs; 1; :q_lcl)}; ClimaCore.MatrixFields.FieldName{(:c; :sgsʲs; 1; :q_lcl)}}; ClimaCore.Fields.Field{ClimaCore.DataLayouts.VIJFH{ClimaCore.MatrixFields.TridiagonalMatrixRow{Float64}; 30; 1; 1; 1; ClimaCore.DataLayouts.ThisThreadPool; Array{Float64; 5}}; ClimaCore.Spaces.FiniteDifferenceSpace{C
3.241969,ClimaCore.MatrixFields.FieldNameSet /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:39,Tuple{Type{ClimaCore.MatrixFields.FieldMatrixKeys}; Tuple{Tuple{ClimaCore.MatrixFields.FieldName{(:c; :sgsʲs; 1; :q_lcl)}; ClimaCore.MatrixFields.FieldName{(:c; :sgsʲs; 1; :q_lcl)}}; Tuple{ClimaCore.MatrixFields.FieldName{(:c; :sgsʲs; 1; :q_icl)}; ClimaCore.MatrixFields.FieldName{(:c; :sgsʲs; 1; :q_icl)}}; Tuple{ClimaCore.MatrixFields.FieldName{(:c; :sgsʲs; 1; :q_rai)}; ClimaCore.MatrixFields.Fiel
2.694499,ClimaAtmos.AtmosSimulation /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/simulation/AtmosSimulations.jl:337,Tuple{typeof(Core.kwcall); @NamedTuple{model::ClimaAtmos.AtmosModel{ClimaAtmos.AtmosWater{ClimaAtmos.NonEquilibriumMicrophysics1M{CloudMicrophysics.Parameters.Microphysics1MOptions{CloudMicrophysics.Parameters.CloudLiquidFormation; CloudMicrophysics.Parameters.PrescribedIceNumber; CloudMicrophysics.Parameters.CloudIceMelt; CloudMicrophysics.Parameters.HomogeneousAndHeterogeneous; CloudMicrophysics
1.093855,ClimaAtmos.setup_diagnostics_and_writers /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/simulation/AtmosSimulations.jl:59,Tuple{typeof(Core.kwcall); @NamedTuple{verbose::Bool}; typeof(ClimaAtmos.setup_diagnostics_and_writers); ClimaAtmos.Diagnostics.DiagnosticsConfig{Vector{Any}}; ClimaAtmos.AtmosModel{ClimaAtmos.AtmosWater{ClimaAtmos.NonEquilibriumMicrophysics1M{CloudMicrophysics.Parameters.Microphysics1MOptions{CloudMicrophysics.Parameters.CloudLiquidFormation; CloudMicrophysics.Parameters.PrescribedIceNumber; Clou
0.943686,ClimaCore.Operators.column_integral_indefinite! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Operators/integrals.jl:52,Tuple{typeof(ClimaCore.Operators.column_integral_indefinite!); ClimaAtmos.Setups.var"#dp_dz#7"{Thermodynamics.Parameters.ThermodynamicsParameters{Float64}; Nothing; AtmosphericProfilesLibrary.ZProfile{AtmosphericProfilesLibrary.var"#95#96"{Float64}}; AtmosphericProfilesLibrary.ZProfile{AtmosphericProfilesLibrary.var"#93#94"{Float64}}; Float64}; ClimaCore.Fields.Field{ClimaCore.DataLayouts.VIJFH{Fl
0.827158,ClimaTimeSteppers.IMEXAlgorithm /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaTimeSteppers/DdUag/src/solvers/imex_tableaus.jl:165,Tuple{Type{ClimaTimeSteppers.IMEXAlgorithm}; ClimaTimeSteppers.ARS222; ClimaTimeSteppers.NewtonsMethod{ClimaTimeSteppers.UpdateEvery{ClimaTimeSteppers.NewNewtonIteration}; Nothing; Nothing; ClimaTimeSteppers.Silent; Nothing}}
0.636671,Dates.DateTime /dss/dsshome1/0D/di38kez/.julia/juliaup/julia-1.11.9+0.x64.linux.gnu/share/julia/stdlib/v1.11/Dates/src/io.jl:568,Tuple{Type{Dates.DateTime}; String; Dates.DateFormat{:yyyymmdd; Tuple{Dates.DatePart{'y'}; Dates.DatePart{'m'}; Dates.DatePart{'d'}}}}
0.411723,ClimaAtmos.fallback_identity_blocks /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/prognostic_equations/implicit/manual_sparse_jacobian.jl:494,Tuple{typeof(ClimaAtmos.fallback_identity_blocks); Tuple{Pair{Tuple{ClimaCore.MatrixFields.FieldName{(:c; :sgsʲs; 1; :q_lcl)}; ClimaCore.MatrixFields.FieldName{(:c; :sgsʲs; 1; :q_lcl)}}; ClimaCore.Fields.Field{ClimaCore.DataLayouts.VIJFH{ClimaCore.MatrixFields.TridiagonalMatrixRow{Float64}; 30; 1; 1; 1; ClimaCore.DataLayouts.ThisThreadPool; Array{Float64; 5}}; ClimaCore.Spaces.FiniteDifferenceSpac
0.272195,ClimaAtmos.energy_source_tracer_tuple /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/config/tracer_config.jl:504,Tuple{typeof(ClimaAtmos.energy_source_tracer_tuple); Vector{Dict{Any; Any}}; Type{Float64}}
0.267592,ClimaCore.Grids.fd_geometry_data /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Grids/finitedifference.jl:84,Tuple{typeof(ClimaCore.Grids.fd_geometry_data); ClimaCore.DataLayouts.VIJFH{ClimaCore.Geometry.ZPoint{Float64}; 1000; 1; 1; 1; ClimaCore.DataLayouts.ThisThreadPool; Array{Float64; 5}}; ClimaCore.DataLayouts.VIJFH{ClimaCore.Geometry.ZPoint{Float64}; 1001; 1; 1; 1; ClimaCore.DataLayouts.ThisThreadPool; Array{Float64; 5}}; Val{false}}
0.231830,ClimaAtmos.get_atmos /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/config/type_getters.jl:40,Tuple{typeof(Core.kwcall); @NamedTuple{setup_type::ClimaAtmos.Setups.DYCOMS{@NamedTuple{θ::AtmosphericProfilesLibrary.ZProfile{AtmosphericProfilesLibrary.var"#95#96"{Float64}}; q_tot::AtmosphericProfilesLibrary.ZProfile{AtmosphericProfilesLibrary.var"#93#94"{Float64}}; u::AtmosphericProfilesLibrary.ZProfile{AtmosphericProfilesLibrary.var"#97#98"{Float64}}; v::AtmosphericProfilesLibrary.ZProfile{At
0.196833,Base.summary show.jl:3135,Tuple{typeof(summary); ClimaAtmos.AtmosModel{ClimaAtmos.AtmosWater{ClimaAtmos.NonEquilibriumMicrophysics1M{CloudMicrophysics.Parameters.Microphysics1MOptions{CloudMicrophysics.Parameters.CloudLiquidFormation; CloudMicrophysics.Parameters.PrescribedIceNumber; CloudMicrophysics.Parameters.CloudIceMelt; CloudMicrophysics.Parameters.HomogeneousAndHeterogeneous; CloudMicrophysics.Parameters.Kessler1M; 
0.116032,ClimaAtmos.#any_reltype#1 /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/gpu_compat.jl:24,Tuple{ClimaAtmos.var"##any_reltype#1"; Bool; typeof(ClimaAtmos.any_reltype); Bool; ClimaAtmos.AtmosTurbconv{ClimaAtmos.EDMFXModel{ClimaAtmos.InvZEntrainment; ClimaAtmos.BuoyancyVelocityDetrainment; Val{true}; Val{true}; Val{false}; Val{true}; Val{false}; Val{false}; Val{true}; ClimaAtmos.SmoothMinimumBlending}; ClimaAtmos.PrognosticEDMFX{1; true; Float64}; Nothing; Nothing; Nothing}; String; Tuple
0.115046,ClimaCore.Grids.fd_geometry_data /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Grids/finitedifference.jl:84,Tuple{typeof(ClimaCore.Grids.fd_geometry_data); ClimaCore.DataLayouts.VIJFH{ClimaCore.Geometry.ZPoint{Float64}; 30; 1; 1; 1; ClimaCore.DataLayouts.ThisThreadPool; Array{Float64; 5}}; ClimaCore.DataLayouts.VIJFH{ClimaCore.Geometry.ZPoint{Float64}; 31; 1; 1; 1; ClimaCore.DataLayouts.ThisThreadPool; Array{Float64; 5}}; Val{false}}
0.106801,ClimaAtmos._check_region_partition /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameterized_tendencies/tagged_tracers/tagged_tracers.jl:832,Tuple{typeof(ClimaAtmos._check_region_partition); @NamedTuple{ρe_src_strat::ClimaCore.Fields.Field{ClimaCore.DataLayouts.VIJFH{Float64; 30; 1; 1; 1; ClimaCore.DataLayouts.ThisThreadPool; Array{Float64; 5}}; ClimaCore.Spaces.FiniteDifferenceSpace{ClimaCore.Grids.FiniteDifferenceGrid{ClimaCore.Topologies.IntervalTopology{ClimaComms.SingletonCommsContext{ClimaComms.CPUSingleThreaded}; ClimaCore.Meshe
0.084353,ClimaAtmos.summary_microphysics /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/show.jl:293,Tuple{typeof(ClimaAtmos.summary_microphysics); IOBuffer; ClimaAtmos.NonEquilibriumMicrophysics1M{CloudMicrophysics.Parameters.Microphysics1MOptions{CloudMicrophysics.Parameters.CloudLiquidFormation; CloudMicrophysics.Parameters.PrescribedIceNumber; CloudMicrophysics.Parameters.CloudIceMelt; CloudMicrophysics.Parameters.HomogeneousAndHeterogeneous; CloudMicrophysics.Parameters.Kessler1M; CloudMicro
0.082470,ClimaAtmos.#any_reltype#1 /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/gpu_compat.jl:24,Tuple{ClimaAtmos.var"##any_reltype#1"; Bool; typeof(ClimaAtmos.any_reltype); Bool; ClimaAtmos.NonEquilibriumMicrophysics1M{CloudMicrophysics.Parameters.Microphysics1MOptions{CloudMicrophysics.Parameters.CloudLiquidFormation; CloudMicrophysics.Parameters.PrescribedIceNumber; CloudMicrophysics.Parameters.CloudIceMelt; CloudMicrophysics.Parameters.HomogeneousAndHeterogeneous; CloudMicrophysics.Parame
0.073071,ClimaAtmos.Setups.DYCOMS_RF02 /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/setups/DYCOMS.jl:51,Tuple{typeof(Core.kwcall); @NamedTuple{prognostic_tke::Bool; thermo_params::Thermodynamics.Parameters.ThermodynamicsParameters{Float64}}; typeof(ClimaAtmos.Setups.DYCOMS_RF02)}
0.071086,ClimaAtmos.any_reltype /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/gpu_compat.jl:24,Tuple{typeof(Core.kwcall); @NamedTuple{warn::Bool}; typeof(ClimaAtmos.any_reltype); Bool; ClimaAtmos.AtmosModel{ClimaAtmos.AtmosWater{ClimaAtmos.NonEquilibriumMicrophysics1M{CloudMicrophysics.Parameters.Microphysics1MOptions{CloudMicrophysics.Parameters.CloudLiquidFormation; CloudMicrophysics.Parameters.PrescribedIceNumber; CloudMicrophysics.Parameters.CloudIceMelt; CloudMicrophysics.Parameters.Ho
0.064517,ClimaAtmos.ClimaAtmosParameters /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameters/create_parameters.jl:63,Tuple{typeof(Core.kwcall); @NamedTuple{microphysics_model::ClimaAtmos.NonEquilibriumMicrophysics1M{CloudMicrophysics.Parameters.Microphysics1MOptions{CloudMicrophysics.Parameters.CloudLiquidFormation; CloudMicrophysics.Parameters.PrescribedIceNumber; CloudMicrophysics.Parameters.CloudIceMelt; CloudMicrophysics.Parameters.HomogeneousAndHeterogeneous; CloudMicrophysics.Parameters.Kessler1M; CloudMic
0.056721,Base.copy abstractarray.jl:1133,Tuple{typeof(copy); Base.ReshapedArray{Float64; 1; SubArray{Float64; 5; Array{Float64; 5}; Tuple{Base.Slice{Base.OneTo{Int64}}; Base.Slice{Base.OneTo{Int64}}; Base.Slice{Base.OneTo{Int64}}; UnitRange{Int64}; Base.Slice{Base.OneTo{Int64}}}; false}; NTuple{4; Base.MultiplicativeInverses.SignedMultiplicativeInverse{Int64}}}}
0.050306,ClimaAtmos.any_reltype /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/gpu_compat.jl:24,Tuple{typeof(Core.kwcall); @NamedTuple{warn::Bool}; typeof(ClimaAtmos.any_reltype); Bool; ClimaAtmos.AtmosTurbconv{ClimaAtmos.EDMFXModel{ClimaAtmos.InvZEntrainment; ClimaAtmos.BuoyancyVelocityDetrainment; Val{true}; Val{true}; Val{false}; Val{true}; Val{false}; Val{false}; Val{true}; ClimaAtmos.SmoothMinimumBlending}; ClimaAtmos.PrognosticEDMFX{1; true; Float64}; Nothing; Nothing; Nothing}; String
0.048338,ClimaAtmos.#any_reltype#1 /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/gpu_compat.jl:24,Tuple{ClimaAtmos.var"##any_reltype#1"; Bool; typeof(ClimaAtmos.any_reltype); Bool; ClimaAtmos.AtmosTagging{Nothing; Nothing; ClimaAtmos.EnergySourceTaggingModel{Tuple{ClimaAtmos.EnergySourceTag{:strat; ClimaAtmos.TanhAltitudeRegion{Float64}; Tuple{}}; ClimaAtmos.EnergySourceTag{:tropo; ClimaAtmos.TanhAltitudeRegion{Float64}; Tuple{}}}; Float64; ClimaAtmos.TracerEnergySourceTransport}; Nothing; Not
0.043655,ClimaAtmos.#any_reltype#1 /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/gpu_compat.jl:24,Tuple{ClimaAtmos.var"##any_reltype#1"; Bool; typeof(ClimaAtmos.any_reltype); Bool; ClimaAtmos.AtmosWater{ClimaAtmos.NonEquilibriumMicrophysics1M{CloudMicrophysics.Parameters.Microphysics1MOptions{CloudMicrophysics.Parameters.CloudLiquidFormation; CloudMicrophysics.Parameters.PrescribedIceNumber; CloudMicrophysics.Parameters.CloudIceMelt; CloudMicrophysics.Parameters.HomogeneousAndHeterogeneous; Cl
0.043352,ClimaCore.Fields.Field /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Fields/Fields.jl:37,Tuple{Type{ClimaCore.Fields.Field}; Type{Float64}; ClimaCore.Spaces.FiniteDifferenceSpace{ClimaCore.Grids.FiniteDifferenceGrid{ClimaCore.Topologies.IntervalTopology{ClimaComms.SingletonCommsContext{ClimaComms.CPUSingleThreaded}; ClimaCore.Meshes.IntervalMesh{ClimaCore.Meshes.Uniform; ClimaCore.Domains.IntervalDomain{ClimaCore.Geometry.ZPoint{Float64}; Tuple{Symbol; Symbol}}; LinRange{ClimaCore.Geo
0.038964,YAML._print /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/YAML/Otn8f/src/writer.jl:115,Tuple{typeof(YAML._print); IOStream; String; Int64}
0.037504,ClimaAtmos.any_reltype /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/gpu_compat.jl:24,Tuple{typeof(Core.kwcall); @NamedTuple{warn::Bool}; typeof(ClimaAtmos.any_reltype); Bool; ClimaAtmos.AtmosSurface{ClimaAtmos.SurfaceConditions.MoninObukhov{Float64; ClimaAtmos.SurfaceConditions.HeatFluxes{Float64; Float64}; Float64}; ClimaAtmos.SurfaceConditions.AnalyticTemperature{Returns{Float64}}; ClimaAtmos.SurfaceConditions.SurfaceBoundaryOverrides{Float64; Float64; Nothing; Nothing; Nothing;
0.035151,ClimaParams._get_typed_value /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaParams/9BD0g/src/ClimaParams.jl:146,Tuple{typeof(ClimaParams._get_typed_value); ClimaParams.ParamDict{Float64}; Int64; String; String}
0.032425,ClimaAtmos.tag_region_from_config /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/config/tracer_config.jl:232,Tuple{typeof(ClimaAtmos.tag_region_from_config); Dict{Any; Any}; Type{Float64}}
0.032261,ClimaAtmos.AtmosModel /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/types.jl:3092,Tuple{typeof(Core.kwcall); @NamedTuple{water::ClimaAtmos.AtmosWater{ClimaAtmos.NonEquilibriumMicrophysics1M{CloudMicrophysics.Parameters.Microphysics1MOptions{CloudMicrophysics.Parameters.CloudLiquidFormation; CloudMicrophysics.Parameters.PrescribedIceNumber; CloudMicrophysics.Parameters.CloudIceMelt; CloudMicrophysics.Parameters.HomogeneousAndHeterogeneous; CloudMicrophysics.Parameters.Kessler1M;
0.031016,Base.collect array.jl:784,Tuple{typeof(collect); Base.Generator{Dict{Symbol; Symbol}; ClimaParams.var"#10#11"{@NamedTuple{detr_buoy_coeff::Float64; mixing_length_Ri_crit::Float64; Tq_correlation_coefficient::Float64; detr_massflux_vertdiv_coeff::Float64; mixing_length_Prandtl_number_scale::Float64; cloud_fraction_steepness_scale::Float64; mixing_length_Prandtl_number_0::Float64; mixing_length_eddy_viscosity_coefficient::Fl
0.030143,ClimaAtmos.any_reltype /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/gpu_compat.jl:24,Tuple{typeof(Core.kwcall); @NamedTuple{warn::Bool}; typeof(ClimaAtmos.any_reltype); Bool; ClimaAtmos.SCMSetup{ClimaAtmos.LargeScaleSubsidence{ClimaAtmos.Setups.var"#27#28"{Float64}}; Nothing; Nothing; Bool; @NamedTuple{prof_ug::Returns{Float64}; prof_vg::Returns{Float64}; coriolis_param::Float64}}; String; Tuple{DataType; DataType}; Tuple{String; Symbol}}
0.029809,Base.collect array.jl:784,Tuple{typeof(collect); Base.Generator{Dict{Symbol; Symbol}; ClimaParams.var"#10#11"{@NamedTuple{anomalistic_year_length::Float64; total_solar_irradiance::Float64; orbit_eccentricity_at_epoch::Float64; mean_anomaly_at_epoch::Float64; epoch_time::Dates.DateTime; day::Float64; orbit_obliquity_at_epoch::Float64; longitude_perihelion_at_epoch::Float64}}}}
0.027769,Adapt.adapt /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/Adapt/YzfDi/src/Adapt.jl:40,Tuple{typeof(Adapt.adapt); Type; ClimaCore.DataLayouts.VIJFH{ClimaCore.Geometry.LocalGeometry{(3;); ClimaCore.Geometry.ZPoint{Float64}; Float64; ClimaCore.Geometry.Tensor{2; Float64; Tuple{ClimaCore.Geometry.Components{ClimaCore.Geometry.Orthonormal; (1; 2; 3)}; ClimaCore.Geometry.Components{ClimaCore.Geometry.Covariant; (1; 2; 3)}}; StaticArraysCore.SMatrix{3; 3; Float64; 9}}; ClimaCore.Geometry.
0.026701,Base.Math.cbrt special/cbrt.jl:142,Tuple{typeof(cbrt); Float64}
0.026676,ClimaAtmos.default_model_callbacks /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/callbacks/get_callbacks.jl:788,Tuple{typeof(Core.kwcall); @NamedTuple{start_date::Dates.DateTime; dt::ClimaUtilities.TimeManager.ITime{Int64; Dates.Second; Dates.DateTime}; t_start::ClimaUtilities.TimeManager.ITime{Int64; Dates.Second; Dates.DateTime}; t_end::ClimaUtilities.TimeManager.ITime{Int64; Dates.Second; Dates.DateTime}; output_dir::String; checkpoint_frequency::Float64; dt_subcol::String; dt_rad::String; dt_nogw::Strin
0.024555,ClimaUtilities.TimeManager.promote /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaUtilities/j7nhe/src/ITime.jl:237,Tuple{typeof(promote); ClimaUtilities.TimeManager.ITime{Int64; Dates.Minute; Nothing}; ClimaUtilities.TimeManager.ITime{Int64; Dates.Second; Dates.DateTime}; ClimaUtilities.TimeManager.ITime{Int64; Dates.Hour; Dates.DateTime}; ClimaUtilities.TimeManager.ITime{Int64; Dates.Second; Nothing}}
0.024299,ClimaTimeSteppers.initialize_callbacks! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaTimeSteppers/DdUag/src/ClimaTimeSteppers.jl:177,Tuple{typeof(ClimaTimeSteppers.initialize_callbacks!); ClimaTimeSteppers.CallbackSet{Tuple{ClimaTimeSteppers.DiscreteCallback{ClimaAtmos.var"#660#662"{ClimaAtmos.CappedGeometricSeriesSchedule}; ClimaAtmos.var"#661#663"{ClimaUtilities.OnlineLogging.WallTimeInfo}; Returns{Nothing}; Returns{Nothing}}; ClimaTimeSteppers.DiscreteCallback{ClimaAtmos.var"#617#619"{Bool; Int64; Base.RefValue{Int64}}; Clim
0.023958,ClimaDiagnostics.Writers.NetCDFWriter /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaDiagnostics/dalrR/src/netcdf_writer.jl:289,Tuple{typeof(Core.kwcall); @NamedTuple{num_points::Tuple{Int64}; z_sampling_method::ClimaDiagnostics.Writers.LevelsMethod; horizontal_method::ClimaCore.Remapping.BilinearRemapping{Nothing; Nothing; Nothing; Nothing}; sync_schedule::ClimaDiagnostics.Schedules.DivisorSchedule; init_time::ClimaUtilities.TimeManager.ITime{Int64; Dates.Second; Dates.DateTime}; start_date::Dates.DateTime}; Type{ClimaDia
0.023029,ClimaAtmos.any_reltype /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/gpu_compat.jl:24,Tuple{typeof(Core.kwcall); @NamedTuple{warn::Bool}; typeof(ClimaAtmos.any_reltype); Bool; ClimaAtmos.AtmosRadiation{ClimaAtmos.RadiationDYCOMS{Float64}; ClimaAtmos.IdealizedInsolation}; String; Tuple{DataType; DataType}; Tuple{String; Symbol}}
0.023000,ClimaAtmos.common_callbacks /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/callbacks/get_callbacks.jl:949,Tuple{typeof(Core.kwcall); @NamedTuple{dt_subcol::String; dt_rad::String; dt_nogw::String; dt_ogw::String; dt_tracer_budget::String; water_closure_check::Nothing; energy_closure_check::Nothing; energy_source_closure_check::Nothing; log_progress::Bool; check_nan_every::Int64; check_conservation::Bool}; typeof(ClimaAtmos.common_callbacks); ClimaAtmos.AtmosModel{ClimaAtmos.AtmosWater{ClimaAtmos.NonEq
0.021773,TOML.Internals.Printer.print_table /dss/dsshome1/0D/di38kez/.julia/juliaup/julia-1.11.9+0.x64.linux.gnu/share/julia/stdlib/v1.11/TOML/src/print.jl:149,Tuple{typeof(Core.kwcall); @NamedTuple{indent::Int64; first_block::Bool; sorted::Bool; by::typeof(identity); inline_tables::IdSet{Dict{String}}}; typeof(TOML.Internals.Printer.print_table); Nothing; IOStream; Dict{String; Any}; Vector{String}}
0.020690,ClimaAtmos.any_reltype /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/gpu_compat.jl:24,Tuple{typeof(Core.kwcall); @NamedTuple{warn::Bool}; typeof(ClimaAtmos.any_reltype); Bool; ClimaAtmos.LargeScaleSubsidence{ClimaAtmos.Setups.var"#27#28"{Float64}}; String; Tuple{DataType; DataType}; Tuple{String; Symbol; String; Symbol}}
0.020635,ClimaAtmos.#any_reltype#1 /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/gpu_compat.jl:24,Tuple{ClimaAtmos.var"##any_reltype#1"; Bool; typeof(ClimaAtmos.any_reltype); Bool; ClimaAtmos.SCMSetup{ClimaAtmos.LargeScaleSubsidence{ClimaAtmos.Setups.var"#27#28"{Float64}}; Nothing; Nothing; Bool; @NamedTuple{prof_ug::Returns{Float64}; prof_vg::Returns{Float64}; coriolis_param::Float64}}; String; Tuple{DataType; DataType}; Tuple{String; Symbol}}
0.020619,YAML._print /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/YAML/Otn8f/src/writer.jl:56,Tuple{typeof(YAML._print); IOStream; Vector{Dict{Any; Any}}; Int64}
0.018956,Base.setindex_widen_up_to array.jl:835,Tuple{typeof(Base.setindex_widen_up_to); Vector{Pair{Symbol; Float64}}; Pair{Symbol; Vector{Float64}}; Int64}
0.018631,Base.setindex_widen_up_to array.jl:835,Tuple{typeof(Base.setindex_widen_up_to); Vector{ClimaAtmos.EnergySourceTag{:strat; ClimaAtmos.TanhAltitudeRegion{Float64}; Tuple{}}}; ClimaAtmos.EnergySourceTag{:tropo; ClimaAtmos.TanhAltitudeRegion{Float64}; Tuple{}}; Int64}
